queue_id,queue_row_id,queue_stage,source_bucket,campaign_id,pair_id,image_id,duplicate_group_id,feature_snapshot_id,layout_spec_id,image_path,resolved_path,category,source_group,place_name,subject_name,diagnostic_model_score,clip_margin,clip_positive_max_sim,clip_negative_max_sim,clip_rank_percentile,required_region_safe_mean,required_region_safe_min,title_region_safe_score,info_region_safe_score,dinov2_cluster_id_coarse,dinov2_cluster_id_mid,dinov2_cluster_id_fine,preview_path,decision,issue_tags,preference_rank,notes,image_category_gallery,image_category_tree,image_category_flower,image_category_course,path_has_architecture,path_has_garden
review_queue_phase1a_v1,review_queue_phase1a_v1_0011,cold_start,clip_high_model_low,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_1a9d7aebc4__layout_top_left_bottom_left,raw_1a9d7aebc4,dup_exact_03fbd2c210f3,feat_v2_2_1__phase1a_summer_garden_walk__raw_1a9d7aebc4,layout_top_left_bottom_left,arbor/tree/느티나무/nature3_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/tree/느티나무/nature3_2.jpg,arbor,tree,,느티나무,,0.0550522655248642,0.2612787187099457,0.20622645318508148,0.7804877758026123,0.3,0.1024390243902439,0.4975609756097561,0.1024390243902439,coarse_20_0002,mid_100_0030,fine_182_0067,,,,,,0.0,1.0,0.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0012,cold_start,clip_high_model_low,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_9d0d132603__layout_top_left_bottom_left,raw_9d0d132603,dup_exact_6e9a8dfc5211,feat_v2_2_1__phase1a_summer_garden_walk__raw_9d0d132603,layout_top_left_bottom_left,gallery/건축/유원/space5_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_4_1.jpg,gallery,건축,유원,,,0.05413500964641571,0.27484607696533203,0.22071106731891632,0.9365853667259216,0.13902439024390245,0.1073170731707317,0.17073170731707318,0.1073170731707317,coarse_20_0015,mid_100_0055,fine_182_0070,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0013,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_7d25734664__layout_top_left_bottom_left,raw_7d25734664,dup_exact_9b0e69ca337e,feat_v2_2_1__phase1a_summer_garden_walk__raw_7d25734664,layout_top_left_bottom_left,arbor/flower/잔대/nature6_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/잔대/nature6_1.jpg,arbor,flower,,잔대,,0.031787291169166565,0.249272882938385,0.21748559176921844,0.6243902444839478,0.8780487804878049,0.7804878048780488,0.7804878048780488,0.975609756097561,coarse_20_0005,mid_100_0021,fine_182_0036,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0014,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_787ceac869__layout_top_left_bottom_left,raw_787ceac869,dup_exact_0a64097520e9,feat_v2_2_1__phase1a_summer_garden_walk__raw_787ceac869,layout_top_left_bottom_left,arbor/flower/진달래/nature15_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/진달래/nature15_1.jpg,arbor,flower,,진달래,,0.0459374338388443,0.27592337131500244,0.22998593747615814,0.9463414549827576,0.8268292682926829,0.7121951219512195,0.9414634146341463,0.7121951219512195,coarse_20_0005,mid_100_0069,fine_182_0034,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0015,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_2507ee3d61__layout_top_left_bottom_left,raw_2507ee3d61,dup_exact_1ebeb044a681,feat_v2_2_1__phase1a_summer_garden_walk__raw_2507ee3d61,layout_top_left_bottom_left,gallery/건축/소요헌/space3_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/소요헌/space3_4_1.jpg,gallery,건축,소요헌,,,0.03603486716747284,0.23704566061496735,0.2010107934474945,0.35121950507164,0.8,0.6634146341463415,0.9365853658536585,0.6634146341463415,coarse_20_0007,mid_100_0065,fine_182_0173,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0016,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_c9fb41f69a__layout_top_left_bottom_left,raw_c9fb41f69a,dup_exact_138d269d4f5b,feat_v2_2_1__phase1a_summer_garden_walk__raw_c9fb41f69a,layout_top_left_bottom_left,arbor/flower/잔대/nature6_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/잔대/nature6_2.jpg,arbor,flower,,잔대,,0.034170836210250854,0.23900099098682404,0.20483015477657318,0.40487805008888245,0.7560975609756098,0.6292682926829268,0.6292682926829268,0.8829268292682927,coarse_20_0005,mid_100_0021,fine_182_0167,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0017,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_0a5bd0d204__layout_top_left_bottom_left,raw_0a5bd0d204,dup_exact_504f4eedfd34,feat_v2_2_1__phase1a_summer_garden_walk__raw_0a5bd0d204,layout_top_left_bottom_left,arbor/flower/산수국/nature11_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/산수국/nature11_1.jpg,arbor,flower,,산수국,,0.03398461639881134,0.23691989481449127,0.20293527841567993,0.34634146094322205,0.7536585365853659,0.6097560975609756,0.8975609756097561,0.6097560975609756,coarse_20_0011,mid_100_0036,fine_182_0023,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0018,cold_start,layout_safe_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_a872414c95__layout_top_left_bottom_left,raw_a872414c95,dup_exact_2c1185421690,feat_v2_2_1__phase1a_summer_garden_walk__raw_a872414c95,layout_top_left_bottom_left,arbor/flower/쑥부쟁이/nature17_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/쑥부쟁이/nature17_1.jpg,arbor,flower,,쑥부쟁이,,0.04317799210548401,0.26072636246681213,0.21754837036132812,0.7756097316741943,0.6658536585365854,0.5609756097560976,0.5609756097560976,0.7707317073170732,coarse_20_0005,mid_100_0038,fine_182_0037,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0019,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_4e6c171e96__layout_top_left_bottom_left,raw_4e6c171e96,dup_exact_d52b72f2194c,feat_v2_2_1__phase1a_summer_garden_walk__raw_4e6c171e96,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_4_5.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_4_5.jpg,gallery,건축,몽몽미방,,,0.052373990416526794,0.26757022738456726,0.21519623696804047,0.8926829099655151,0.12682926829268293,0.03902439024390244,0.2146341463414634,0.03902439024390244,coarse_20_0012,mid_100_0033,fine_182_0032,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0020,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_0265165be9__layout_top_left_bottom_left,raw_0265165be9,dup_exact_e6ab9cc490fa,feat_v2_2_1__phase1a_summer_garden_walk__raw_0265165be9,layout_top_left_bottom_left,arbor/flower/산수국/nature11_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/산수국/nature11_2.jpg,arbor,flower,,산수국,,0.05163997411727905,0.2664887309074402,0.21484875679016113,0.8585366010665894,0.3926829268292683,0.28780487804878047,0.4975609756097561,0.28780487804878047,coarse_20_0008,mid_100_0036,fine_182_0161,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0021,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_39a0295efc__layout_top_left_bottom_left,raw_39a0295efc,dup_exact_781f043e9a4b,feat_v2_2_1__phase1a_summer_garden_walk__raw_39a0295efc,layout_top_left_bottom_left,gallery/정원/유원/space5_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/유원/space5_1_1.jpg,gallery,정원,유원,,,0.04740719497203827,0.28176015615463257,0.2343529611825943,0.9804878234863281,0.1975609756097561,0.15609756097560976,0.23902439024390243,0.15609756097560976,coarse_20_0015,mid_100_0051,fine_182_0176,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0022,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_4b11a22112__layout_top_left_bottom_left,raw_4b11a22112,dup_exact_6d4f19b7fba1,feat_v2_2_1__phase1a_summer_garden_walk__raw_4b11a22112,layout_top_left_bottom_left,gallery/정원/풍설기천년/space2_1_3.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/풍설기천년/space2_1_3.jpg,gallery,정원,풍설기천년,,,0.045548006892204285,0.2555333375930786,0.20998533070087433,0.712195098400116,0.45365853658536587,0.23902439024390243,0.6682926829268293,0.23902439024390243,coarse_20_0014,mid_100_0072,fine_182_0102,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0023,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_ee1fcb1b36__layout_top_left_bottom_left,raw_ee1fcb1b36,dup_exact_0be931b82eae,feat_v2_2_1__phase1a_summer_garden_walk__raw_ee1fcb1b36,layout_top_left_bottom_left,arbor/tree/모과나무/nature1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/tree/모과나무/nature1_1.jpg,arbor,tree,,모과나무,,0.04535633325576782,0.24521854519844055,0.19986221194267273,0.5365853905677795,0.4585365853658537,0.3951219512195122,0.5219512195121951,0.3951219512195122,coarse_20_0014,mid_100_0060,fine_182_0051,,,,,,0.0,1.0,0.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0024,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_1e0c34f4ae__layout_top_left_bottom_left,raw_1e0c34f4ae,dup_exact_6a7b08db5b00,feat_v2_2_1__phase1a_summer_garden_walk__raw_1e0c34f4ae,layout_top_left_bottom_left,arbor/flower/맥문동/nature7_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/맥문동/nature7_1.jpg,arbor,flower,,맥문동,,0.04519924521446228,0.2466266006231308,0.20142735540866852,0.5707316994667053,0.1902439024390244,0.13658536585365855,0.24390243902439024,0.13658536585365855,coarse_20_0005,mid_100_0053,fine_182_0045,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0025,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_c310b5be34__layout_top_left_bottom_left,raw_c310b5be34,dup_exact_cbf17d4e5cc3,feat_v2_2_1__phase1a_summer_garden_walk__raw_c310b5be34,layout_top_left_bottom_left,arbor/flower/수련/nature10_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/수련/nature10_1.jpg,arbor,flower,,수련,,0.04416213929653168,0.25547435879707336,0.2113122195005417,0.707317054271698,0.37317073170731707,0.14634146341463414,0.6,0.14634146341463414,coarse_20_0010,mid_100_0034,fine_182_0172,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0026,cold_start,cluster_diversity,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_04cecb0a9c__layout_top_left_bottom_left,raw_04cecb0a9c,dup_exact_dab2db81ef2e,feat_v2_2_1__phase1a_summer_garden_walk__raw_04cecb0a9c,layout_top_left_bottom_left,gallery/정원/별유동천/space9_1_3.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/별유동천/space9_1_3.jpg,gallery,정원,별유동천,,,0.04236254096031189,0.26150164008140564,0.21913909912109375,0.790243923664093,0.3341463414634146,0.2975609756097561,0.2975609756097561,0.37073170731707317,coarse_20_0013,mid_100_0039,fine_182_0148,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0027,cold_start,uncertainty,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_0c5ae66373__layout_top_left_bottom_left,raw_0c5ae66373,dup_exact_c6ee6e354165,feat_v2_2_1__phase1a_summer_garden_walk__raw_0c5ae66373,layout_top_left_bottom_left,gallery/정원/풍설기천년/space2_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/풍설기천년/space2_4_1.jpg,gallery,정원,풍설기천년,,,0.04691794514656067,0.2592984437942505,0.21238049864768982,0.7463414669036865,0.2634146341463415,0.24878048780487805,0.24878048780487805,0.2780487804878049,coarse_20_0014,mid_100_0012,fine_182_0011,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0028,cold_start,uncertainty,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_ebe21d1cfd__layout_top_left_bottom_left,raw_ebe21d1cfd,dup_exact_7023d86c0e55,feat_v2_2_1__phase1a_summer_garden_walk__raw_ebe21d1cfd,layout_top_left_bottom_left,arbor/flower/수련/nature10_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/수련/nature10_2.jpg,arbor,flower,,수련,,0.040090739727020264,0.2523505985736847,0.21225985884666443,0.6585366129875183,0.32439024390243903,0.25365853658536586,0.3951219512195122,0.25365853658536586,coarse_20_0010,mid_100_0034,fine_182_0028,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0029,cold_start,uncertainty,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_e72560847a__layout_top_left_bottom_left,raw_e72560847a,dup_exact_f96ee125e356,feat_v2_2_1__phase1a_summer_garden_walk__raw_e72560847a,layout_top_left_bottom_left,gallery/건축/유원/유원.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/유원.jpg,gallery,건축,유원,,,0.03999027609825134,0.278679758310318,0.23868948221206665,0.9560975432395935,0.24878048780487805,0.24390243902439024,0.25365853658536586,0.24390243902439024,coarse_20_0015,mid_100_0051,fine_182_0155,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1a_v1,review_queue_phase1a_v1_0030,cold_start,random_coverage,phase1a_summer_garden_walk,phase1a_summer_garden_walk__raw_a2c7f6c5ab__layout_top_left_bottom_left,raw_a2c7f6c5ab,dup_exact_162d9732686f,feat_v2_2_1__phase1a_summer_garden_walk__raw_a2c7f6c5ab,layout_top_left_bottom_left,gallery/건축/현암/space1_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/현암/space1_4_1.jpg,gallery,건축,현암,,,0.032722339034080505,0.2705199122428894,0.2377975732088089,0.9024389982223511,0.5097560975609756,0.36585365853658536,0.6536585365853659,0.36585365853658536,coarse_20_0009,mid_100_0002,fine_182_0125,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
